# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:22:38 2025
#
# User preference: *
#
# CONSTRAINT:  where (disposition like 'Candidate')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,k2_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 228888935.01,EPIC 228888935,,TIC 94925023,Gaia DR2 3693200360167099520,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,5.69046000,0.00027000,-0.00028000,0,,,,,18.810,1.200,-1.350,0,1.678,0.110,-0.120,0,,,,,,,,,,,,,,,,,,1503,109,-106,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5549.00,123.00,-123.00,0,1.81,,,0,0.98,,,0,,,,,,3.91,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m47.56s,186.4481721,-03d28m09.72s,-3.4693668,1233.2800000,51.7000000,-47.7700000,14.4030000,0.1490000,-0.1490000,12.4020000,0.0240000,-0.0240000,14.1048000,0.0011520,-0.0011520,2018-08-02,2018-08,2018-08-02
EPIC 228952747.01,EPIC 228952747,,TIC 130589987,Gaia DR2 3693750352203049984,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1.05578500,0.00004000,-0.00004300,0,,,,,1.520,2.292,-0.364,0,0.140,0.200,-0.030,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4315.00,50.00,-50.00,0,0.59,0.02,-0.01,0,,,,,-0.330,0.080,-0.080,0,[Fe/H],4.73,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h28m47.47s,187.1978040,-02d20m33.29s,-2.3425792,90.5352000,0.3818000,-0.3788000,12.6750000,0.0690000,-0.0690000,9.4900000,0.0210000,-0.0210000,12.2174000,0.0002090,-0.0002090,2018-02-15,2018-03,2018-02-15
EPIC 228964773.01,EPIC 228964773,,TIC 94923808,Gaia DR2 3693910232361575808,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,37.20364000,0.01391000,-0.01725000,0,,,,,5.100,0.540,-0.460,0,0.450,0.048,-0.041,0,,,,,,,,,,,,,,,,,,498,10,-10,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5476.00,122.00,-122.00,0,0.83,,,0,0.96,,,0,,,,,,4.58,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m16.99s,186.3207830,-02d07m42.97s,-2.1286035,788.1470000,25.1230000,-23.6430000,15.1420000,1.1330000,-1.1330000,13.2170000,0.0420000,-0.0420000,14.8649000,0.0003690,-0.0003690,2018-08-02,2018-08,2018-08-02
EPIC 228974907.01,HIP 61018,,TIC 130610137,Gaia DR2 3693793100013708288,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,20.84919000,0.02660000,-0.03161000,0,,,,,3.010,0.330,-0.320,0,0.269,0.029,-0.029,0,,,,,,,,,,,,,,,,,,1349,50,-49,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,9767.00,99.06,-194.25,0,2.37,0.09,-0.09,0,2.49,0.42,-0.25,0,,,,,,4.08,0.09,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m19.54s,187.5813965,-01d56m33.50s,-1.9426386,375.6720000,10.7900000,-10.2140000,8.8000000,0.0300000,-0.0300000,8.6970000,0.0190000,-0.0190000,8.7831000,0.0002590,-0.0002590,2018-08-02,2018-08,2018-08-02
EPIC 229039390.01,EPIC 229039390,,TIC 130639648,Gaia DR2 3695703432747332224,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.25164700,0.00000100,-0.00000100,0,,,,,27.977,26.753,-12.066,0,2.500,2.390,-1.080,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5833.00,50.00,-50.00,0,0.99,0.09,-0.05,0,,,,,-0.040,0.080,-0.080,0,[Fe/H],4.41,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m33.67s,188.1403092,-00d40m22.56s,-0.6729323,437.5900000,8.6960000,-8.3700000,12.9030000,0.0800000,-0.0800000,11.3360000,0.0240000,-0.0240000,12.7273000,0.0004660,-0.0004660,2018-02-15,2018-03,2018-02-15
EPIC 229103251.01,EPIC 229103251,,TIC 291157563,Gaia DR2 3702251677325446016,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,11.67254000,0.00454000,-0.00402000,0,,,,,3.870,0.470,-0.360,0,0.345,0.042,-0.032,0,,,,,,,,,,,,,,,,,,946,43,-44,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5725.00,122.00,-122.00,0,1.23,,,0,1.02,,,0,,,,,,4.27,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h43m11.59s,190.7982936,+00d51m48.63s,0.8635072,740.1140000,14.8750000,-14.3110000,13.7670000,0.1260000,-0.1260000,12.1820000,0.0260000,-0.0260000,13.6597000,0.0001860,-0.0001860,2018-08-02,2018-08,2018-08-02
EPIC 229133720.01,EPIC 229133720,,TIC 377263357,Gaia DR2 3700298875955340672,0,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.03679100,0.00011300,-0.00011200,0,,,,,2.338,0.453,-0.195,0,0.210,0.040,-0.020,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4933.00,50.00,-50.00,0,0.73,0.02,-0.02,0,,,,,-0.120,0.080,-0.080,0,[Fe/H],4.65,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h28m32.38s,187.1349231,+01d36m48.34s,1.6134271,104.8560000,0.4960000,-0.4910000,11.5440000,0.0800000,-0.0800000,9.3620010,0.0230000,-0.0230000,11.3606000,0.0012420,-0.0012420,2018-02-15,2018-03,2018-02-15
EPIC 229133720.01,EPIC 229133720,,TIC 377263357,Gaia DR2 3700298875955340672,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.03692000,0.00013000,-0.00014000,0,,,,,2.240,0.120,-0.070,0,0.200,0.011,-0.006,0,,,,,,,,,,,,,,,,,,870,29,-28,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4861.07,130.28,-154.61,0,0.74,0.06,-0.05,0,0.79,0.12,-0.06,0,-0.034,0.020,-0.020,0,[M/H],4.60,0.12,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h28m32.38s,187.1349231,+01d36m48.34s,1.6134271,104.8560000,0.4960000,-0.4910000,11.5440000,0.0800000,-0.0800000,9.3620010,0.0230000,-0.0230000,11.3606000,0.0012420,-0.0012420,2018-08-02,2018-08,2018-08-02
EPIC 229228348.01,EPIC 229228348,,TIC 130700441,Gaia DR2 4183926792080398976,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.13761100,0.00004800,-0.00004900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3579.00,126.00,-126.00,0,0.45,,,0,0.50,,,0,,,,,,4.83,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m06.56s,289.5273235,-16d20m35.15s,-16.3430978,382.8870000,20.1370000,-18.2480000,18.6445000,0.0623000,-0.0623000,13.7060000,0.0580000,-0.0580000,17.5029000,0.0017690,-0.0017690,2019-09-05,2019-09,2019-09-05
EPIC 230517965.01,EPIC 230517965,,TIC 198667693,Gaia DR2 4127572427427090560,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.63203900,0.00057900,-0.00059200,0,,,,,2.279,0.527,-0.414,0,0.203,0.047,-0.037,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4646.00,272.00,-272.00,0,0.70,0.15,-0.12,0,0.72,0.49,-0.30,0,-0.117,0.285,-0.285,0,[Fe/H],4.61,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h02m23.54s,255.5980784,-21d42m47.26s,-21.7131268,98.6156000,0.8299000,-0.8164000,16.3600000,0.2000000,-0.2000000,12.1840000,0.0310000,-0.0310000,15.8658000,0.0008820,-0.0008820,2021-11-19,2021-12,2021-11-19
EPIC 236744423.01,EPIC 236744423,,TIC 77900781,Gaia DR2 4109305995917543552,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,18.23931100,0.00322900,-0.00321300,0,,,,,3.792,0.373,-0.360,0,0.338,0.033,-0.032,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K7,4015.00,194.00,-194.00,0,0.48,0.04,-0.04,0,1.62,0.66,-0.65,0,-0.120,0.293,-0.293,0,[Fe/H],4.81,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h12m56.43s,258.2351419,-26d05m48.86s,-26.0969068,615.5790000,70.0150000,-57.1800000,18.5921000,0.0641000,-0.0641000,14.7460000,0.1290000,-0.1290000,17.8617000,0.0017180,-0.0017180,2021-11-19,2021-12,2021-11-19
EPIC 245928102.01,EPIC 245928102,,TIC 49687294,Gaia DR2 2436456645472746112,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.10967500,0.00104600,-0.00116800,0,,,,,2.462,0.217,-0.202,0,0.220,0.019,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4813.00,138.00,-138.00,0,0.66,0.05,-0.04,0,0.72,0.33,-0.23,0,-0.368,0.235,-0.235,0,[Fe/H],4.66,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m00.85s,351.7535428,-11d48m39.60s,-11.8109993,325.5930000,3.3450000,-3.2790000,14.2930000,0.1490000,-0.1490000,12.0070000,0.0230000,-0.0230000,14.0370000,0.0003770,-0.0003770,2021-11-19,2021-12,2021-11-19
EPIC 245944983.01,EPIC 245944983,,TIC 8995204,Gaia DR2 2433800775135650816,0,CANDIDATE,Castro Gonz&aacute;lez et al. 2020,1,0,Transit,2020,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.13927560,0.00001280,-0.00001280,0,,,,,2.174,0.219,-0.219,0,0.194,0.020,-0.020,0,,,,,,,,,,,,,,41.31,,,0,706,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4014.00,121.30,-121.30,0,0.71,0.07,-0.07,0,,,,,,,,,,4.53,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h40m30.93s,355.1288630,-11d01m17.38s,-11.0214947,139.3710000,0.5180000,-0.5150000,13.6500000,0.1380000,-0.1380000,10.4780000,0.0630000,-0.0630000,13.2847000,0.0006700,-0.0006700,2023-12-14,2017-07,2023-12-14
EPIC 245944983.01,EPIC 245944983,,TIC 8995204,Gaia DR2 2433800775135650816,1,CANDIDATE,Castro Gonz&aacute;lez et al. 2020,1,0,Transit,2020,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,5.13800000,0.00200000,-0.00200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h40m30.93s,355.1288630,-11d01m17.38s,-11.0214947,139.3710000,0.5180000,-0.5150000,13.6500000,0.1380000,-0.1380000,10.4780000,0.0630000,-0.0630000,13.2847000,0.0006700,-0.0006700,2022-03-28,2020-12,2022-03-28
EPIC 246030759.01,EPIC 246030759,,TIC 9099036,Gaia DR2 2436011029730813824,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,29.95726200,0.00322400,-0.00293700,0,,,,,8.456,2.340,-1.019,0,0.754,0.209,-0.091,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4897.00,138.00,-138.00,0,0.71,0.05,-0.05,0,0.91,0.41,-0.28,0,-0.120,0.235,-0.235,0,[Fe/H],4.70,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h48m17.52s,357.0730126,-08d42m02.36s,-8.7006553,469.8270000,7.1940000,-6.9840000,14.9780000,0.0920000,-0.0920000,12.6060000,0.0290000,-0.0290000,14.7348000,0.0003450,-0.0003450,2021-11-19,2021-12,2021-11-19
EPIC 246042088.01,EPIC 246042088,,TIC 49591302,Gaia DR2 2630287969785202944,1,CANDIDATE,Zink et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,8.04473000,0.00080000,-0.00083000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,4975.00,,,0,0.79,0.02,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m04.69s,350.0195346,-08d26m03.82s,-8.4343947,712.6200000,28.6080000,-26.5190000,15.5280000,0.1490000,-0.1490000,13.2440000,0.0290000,-0.0290000,15.2452000,0.0005280,-0.0005280,2019-09-19,2019-02,2019-09-19
EPIC 246042088.02,EPIC 246042088,,TIC 49591302,Gaia DR2 2630287969785202944,1,CANDIDATE,Zink et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,11.82469000,0.00088000,-0.00090000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,4975.00,,,0,0.79,0.02,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m04.69s,350.0195346,-08d26m03.82s,-8.4343947,712.6200000,28.6080000,-26.5190000,15.5280000,0.1490000,-0.1490000,13.2440000,0.0290000,-0.0290000,15.2452000,0.0005280,-0.0005280,2019-09-19,2019-02,2019-09-19
